German,English
jammern ,whine
hofft ,hoping
wertvolle ,valuable
maulwurf ,mole
konflikt ,conflict
turnier ,competition
gebacken ,baked
rauszufinden ,find out
taube ,dove
mais ,Corn
nüsse ,nuts
trieb ,drift
eigenschaften ,properties
feder ,feather
sänger ,singer
elias ,Elias
dessert ,dessert
rathaus ,city ​​Hall
drohungen ,threats
bewirken ,cause
mörderin ,murderer
u ,u
edith ,Edith
wanne ,tub
durchkommen ,come through
reid ,reid
mandy ,Mandy
vertraute ,familiar
schätzt ,estimated
freuden ,joy
dauer ,duration
regt ,steer
verbessert ,improved
unerwartet ,unexpectedly
drogendealer ,Drug dealer
gefährlichen ,dangerous
fach ,subject
verdanke ,owe
wohnungen ,Apartments
commissioner ,commissioner
cross ,cross
kragen ,collar
schwachen ,weaknesses
mercedes ,Mercedes
klirren ,clink
valentinstag ,Valentine's Day
anstelle ,instead of
plane ,plans
reizende ,lovely
höheren ,higher
markiert ,marked
ehrenwort ,honor word
cheers ,cheers
schlamm ,mud
wälder ,forests
diner ,diner
handlung ,plot
costa ,Costa
versauen ,mess up
klassiker ,classic
stange ,pole
empfohlen ,recommended
cynthia ,Cynthia
gaby ,Gaby
rauswerfen ,kick out
mechaniker ,mechanic
beichten ,confess
abkürzung ,abbreviation
professionell ,professional
begräbnis ,funeral
verführen ,seduce
meinerseits ,on my part
valerie ,valerie
françois ,François
magischen ,magical
ellis ,Ellis
dienstmädchen ,maid
chirurg ,surgeon
wal ,whale
paare ,pair
center ,center
sähe ,saw
aufgemacht ,open
leide ,suffer
amüsant ,amusing
obersten ,top
fletcher ,flecker
gerührt ,touched
schwänze ,dick
chffff ,Chffff
note ,grade
datei ,file
zugleich ,simultaneously
nackte ,naked
doppelten ,double
bewundert ,admired
dimension ,dimension
quere ,cross
wecker ,alarm clock
entstanden ,developed
kreischen ,shriek
vivian ,vivian
läden ,shop
ios ,iOS
lobby ,lobby
umgezogen ,moved
angeklagte ,accused
perlen ,pearl
schwulen ,gay
dutzende ,dozens
simmons ,simmons
aufgezogen ,mounted
campus ,campus
herd ,stove
hospital ,hospital
leichtes ,light
rich ,Rich
gegrüßt ,greeting
aufsicht ,at sight
hündchen ,pooch
gegenstand ,object
tageslicht ,daylight
emotionale ,emotional
clean ,Clean
cassie ,Cassie
sünder ,sinner
beträgt ,amounts to
wunderschönes ,wonderful
schickst ,send
weiblichen ,female
rauszuholen ,get out
kapier ,capere
rausgeholt ,getting out
entworfen ,designed
eingenommen ,occupied
daphne ,daphne
mochten ,want
köchin ,cook
willi ,Willi
beichte ,confession
seven ,seven
marina ,marina
ausliefern ,deliver
perfektes ,perfect
glücklichen ,lucky
wodurch ,through which
entsprechend ,corresponding
umher ,around
erica ,Erica
wurst ,sausage
notiz ,note
vorsprechen ,audition
bekannter ,known
antrieb ,drive
zwerge ,dwarf
trösten ,to comfort
armut ,poverty
verbannt ,banned
parade ,parade
konzentriere ,concentrate
angefahren ,hit
-mal ,-times
kindisch ,childish
krüppel ,cripple
kreisen ,circle
bestrafung ,punishment
araber ,arab
klebt ,glued
perücke ,wig
gemma ,gemma
hummer ,lobster
se ,sep
june ,june
wimmert ,whims
drittel ,one-third
budget ,budget
lieferwagen ,delivery trucks
shannon ,Shannon
zurückgebracht ,brought back
verschwiegen ,concealed
drang ,urge
redeten ,reduced
chi ,chi
herzukommen ,come to come
anhängen ,attach
einsame ,lonely
wu ,wu
wraith ,Wraith
erwartete ,expect
tierarzt ,vet
cousins ,cousins
zudem ,in addition
sturz ,fall
rusty ,rusty
untergehen ,go down
gelang ,succeeded
wasch ,wash
schmutzigen ,dirty
abkommen ,agreement
tänzer ,dancer
dürften ,likely
erstatten ,reimburse
verarbeiten ,to process
verfügbar ,available
autobahn ,Highway
mandant ,client
clubs ,clubs
lukas ,lukas
widmen ,dedicate
sprichwort ,saying
hierfür ,therefor
vergeltung ,retribution
hardy ,hardy
gekleidet ,dressed
fotografiert ,photographed
knallen ,to pop
wichtigeres ,important
immerzu ,always
schuldgefühle ,feelings of guilt
schnurrbart ,moustache
genügen ,suffice
rumlaufen ,run around
brötchen ,bun
flut ,flood
haushalt ,household
angelo ,Angelo
cleveland ,Cleveland
ministerium ,ministry
aufgestellt ,set
est ,est
anker ,anchor
wang ,wang
qual ,torment
rauschen ,rush
debatte ,debate
informant ,informant
masse ,Dimensions
insekten ,insects
lud ,losing
glotzt ,trim
rückseite ,back
spezialität ,specialty
schimmer ,shine
mordfall ,murder
verbieten ,to forbid
terrorist ,terrorist
sirenen ,siren
theorien ,theories
kichern ,giggle
positive ,positive
gestresst ,stressed
korea ,Korea
zeitschrift ,magazine
wildnis ,wilderness
s.h.i.e.l.d. ,S.H.I.E.L.D.
menschlicher ,human
schlamassel ,mess
behindert ,with special needs
überbringen ,deliver
reingezogen ,pure
mitzuteilen ,tell
zurückkam ,came back
abstimmung ,poll
dritt ,third
senat ,senate
mittags ,midday
marshal ,marshal
bridge ,bridge
price ,Price
raucht ,smoking
veranstalten ,organize
jahreszeit ,season
zusätzliche ,additional
want ,want
drucken ,to press
segel ,sail
crowley ,crowley
bezahlte ,paid
überflüssig ,superfluous
taschentuch ,Handkerchief
square ,square
rockmusik ,rock music
beschleunigen ,accelerate
wählte ,chose
lustiger ,funnier
marian ,marian
glocken ,belly
tennis ,tennis
seither ,since
christen ,Christians
überqueren ,cross
kreuzung ,crossing
häusern ,houses
weiche ,soft
trudy ,trudy
punkten ,score
henderson ,Henderson
verpasse ,miss
potter ,Potter
reinlegen ,to trick
jeep ,jeep
gefilmt ,filmed
hamilton ,Hamilton
bucht ,bay
bildschirm ,screen
saufen ,drink
gehackt ,chopped
eminenz ,eminence
mailbox ,mailbox
münchen ,Munich
erschoss ,shot
jenkins ,Jenkins
attentat ,attack
garrett ,garrett
verschwendung ,waste
bemerkte ,noticed
miesen ,miesen
zischen ,hiss
helf ,help
geschirr ,dishes
ähnlichkeit ,similarity
feiglinge ,coward
spass ,fun
lächelt ,smile
klaut ,truss
setzten ,put
bon ,bon
entwischt ,escaped
rauchst ,smoking
masken ,mask
schwimmt ,float
ausgezeichnete ,excellent
vorname ,First name
schwitzen ,sweat
ginger ,ginger
bourbon ,bourbon
haust ,homest
befand ,founded
lacey ,lace
elefant ,elephant
annähernd ,nearly
gewebe ,tissue
unterschätzt ,underestimated
sternzeit ,stern time
wachte ,cornice
barbie ,Barbie
eichhörnchen ,squirrel
zerbrechen ,break
poker ,poker
wechsel ,change
lesbe ,lesbian
cordelia ,Cordelia
konten ,account
schleichen ,to sneak
strasse ,Street
höschen ,panties
jüngsten ,recent
niedrig ,low
sonja ,Sonja
klimaanlage ,air conditioning
vulkan ,volcano
thea ,thea
anbetracht ,consideration
lesbisch ,lesbian
cristina ,Cristina
platziert ,placed
abgrund ,Abyss
zeichnungen ,drawings
sinken ,sink
hamburg ,Hamburg
trauern ,mourn
abreise ,departure
dates ,dates
bette ,bed
klemmt ,clamping
ansehe ,toe
lin ,lin
passend ,appropriate
sidney ,Sidney
mittagspause ,lunch break
wettkampf ,competition
verschluckt ,swallowed
limo ,limo
erhebt ,raise
beneide ,envy
beschwerde ,complaint
erregen ,irritate
überwältigt ,overwhelmed
turtle ,turtle
nypd ,Nypd
benannt ,named
begrüßt ,greeted
trommeln ,drums
burns ,Burns
hayes ,hayes
fortsetzen ,continue
geplatzt ,burst
pan ,pan
mildred ,mild
erschieße ,shot
locke ,lock
nachnamen ,surname
anpassen ,adjust
altmodisch ,old-fashioned
teurer ,more expensive
feuerzeug ,lighter
trau ,travan
serienmörder ,serial killer
georges ,Georges
dr ,dr
durchgegangen ,passed
beseitigt ,eliminated
alkoholiker ,alcoholic
laßt ,leaves
ganzem ,whole
elemente ,elements
feinden ,enemies
rückweg ,way back
amelia ,amelia
abigail ,Abigail
heimweg ,way home
menschlichkeit ,humanity
signora ,signora
geheimnisvolle ,mysterious
mcgee ,mcgee
befolgt ,objectionable
abreisen ,leave
premiere ,premiere
schwingen ,swing
initiative ,initiative
from ,from
felicity ,felicity
sexuellen ,sexual
geschäftsführer ,Managing Director
telefone ,telephones
peterson ,Peterson
strafzettel ,ticket
gelobt ,praised
uniformen ,uniforms
beschissener ,shitty
pulver ,powder
welpen ,puppy
angesprochen ,appeal
kung ,kung
angenehme ,pleasant
kostüme ,costumes
nachmittags ,in the afternoon
lebewohl ,welfare
reporterin ,reporter
crystal ,Crystal
nikita ,Nikita
vorwand ,pretext
genervt ,annoyed
kreditkarten ,credit card
durstig ,thirsty
eintreffen ,arrive
nationalen ,national
mitteln ,agree
trauma ,trauma
beobachtung ,observation
aufhält ,resist
dergleichen ,like
erwacht ,awakening
schlaft ,is sleeping
lebenslauf ,curriculum vitae
anrufbeantworter ,Answering machine
feiner ,finer
verschoben ,postponed
zumachen ,close
relativ ,relative
wes ,wes
rücksicht ,consideration
lamm ,lamb
pier ,pier
widersprechen ,contradict
erwische ,getting
dachboden ,loft
bradley ,bradley
keinesfalls ,by no means
duck ,duck
bislang ,so far
retter ,savior
transportieren ,transport
anrief ,called
aufpasst ,caring
braune ,tan
spontan ,spontaneous
prächtig ,magnificent
galactica ,galactica
verreist ,out of town
jahrhunderten ,centuries
pullover ,pullover
ansprechen ,speak to
frischer ,fresher
queens ,queen
moon ,moon
spitzel ,spy
schnellste ,fastest
bemühungen ,effort
dreckiger ,dirty
büros ,offices
unfälle ,accidents
beamte ,Officer
angeschlossen ,affiliated
unterschiedliche ,different
kluger ,smarter
stürmen ,storm
jedi ,Jedi
begreife ,understanding
fersen ,heel
vorbereitungen ,preparations
fortfahren ,Continue
produzent ,producer
zwischenfall ,incident
zurückgezogen ,withdrawn
autsch ,Ouch
ivy ,Ivy
riesiger ,huge
vorhänge ,curtains
pflege ,care
rauslassen ,let out
kermit ,kermit
golden ,golden
nachforschungen ,inquiries
erfahre ,experienced
kanzler ,chancellor
jin ,Jin
stößt ,false
austin ,Austin
sahne ,cream
binde ,bind
zwiebeln ,onions
schlitten ,sleds
jahrhunderte ,centuries
talente ,talent
läßt ,leaves
rennst ,running
kay ,kay
erbarmen ,mercy
verkünden ,proclaim
vorgestern ,the day before yesterday
betreiben ,operate
starsky ,Starsky
mindeste ,least
mimi ,mimic
andrews ,Andrews
singst ,singing
einsätze ,Calls
nötigen ,need
egon ,egon
bemerkenswert ,remarkable
warmes ,warm
dinosaurier ,dinosaur
wahrscheinlichkeit ,probability
worin ,wherein
rabbi ,rabbi
nachfrage ,demand
unwohl ,unwell
pony ,pony
materie ,matter
verpisst ,piss
leuchtet ,shines
wehtut ,hurting
unterwelt ,underworld
irrt ,mistake
prüfungen ,exams
vertrieben ,expelled
haustür ,front door
neuigkeit ,news
gereicht ,saturated
weigert ,refusing
semester ,semester
unternommen ,be undertaken
gespart ,saved up
geerbt ,inherited
starbuck ,Starbuck
glanz ,shine
fähre ,ferry
betäubt ,stunned
arrogant ,arrogant
ausgeliefert ,delivered
gästen ,guests
holland ,Holland
zuzusehen ,watch
fotograf ,photographer
eigentümer ,owner
hinkriegen ,accomplish
speed ,speed
realistisch ,realistic
vaughn ,Vaughn
kindergarten ,kindergarten
riesiges ,huge
pub ,pub
bedrückt ,depressed
streitet ,argue
deckt ,cover
kassette ,cassette
mack ,mack
arrow ,arrow
vergebe ,forgue
said ,said
fish ,fish
kandidat ,candidate
klempner ,plumber
blaues ,blue
ängste ,fears
litt ,sufficient
verliebte ,loved
befahl ,ordered
spaghetti ,spaghetti
franzose ,Frenchman
dunkler ,darker
zukünftigen ,future
anzubieten ,offer
gesendet ,sent
tobias ,Tobias
schlauch ,hose
einstein ,Einstein
gelähmt ,paralyzed
grillen ,grilling
landschaft ,landscape
funktion ,function
anonym ,anonymous
albträume ,nightmares
träum ,dream
facebook ,Facebook
mh ,MH
veranstaltung ,event
mount ,mount
verpflichtungen ,obligations
sinclair ,sinclair
rue ,rue
schülerin ,pupil
innerlich ,inside
künstlerin ,artist
madrid ,Madrid
schöpfer ,Creator
regiert ,ruled
aufschreiben ,write down
erleichterung ,relief
ava ,Ava
auktion ,auction
regal ,shelf
fakt ,fact
christi ,Christian
niveau ,level
fahndung ,search
friede ,peace
erlitten ,suffered
mathematik ,mathematics
nasa ,NASA
bittest ,bittest
psycho ,psycho
matratze ,mattress
tretet ,pretend
mordwaffe ,murder
finanzielle ,financial
bänder ,tapes
detectives ,detectives
wieviele ,how many
undercover ,undercover
herzustellen ,establish
arbeitgeber ,employer
werkzeuge ,tools
frankenstein ,Frankenstein
beruhigungsmittel ,sedative
ingrid ,ingrid
coulson ,Coulson
trugen ,carried
kurzfristig ,in the short term
spannungsvolle ,tense
clayton ,clayton
kämpften ,fought
erlangen ,gain
weltall ,space
nanu ,nanu
vertuschen ,cover up
weckt ,wake up
gewagt ,daring
nieren ,kidnap
zinsen ,interest charges
hutch ,hat
einpacken ,wrap up
monty ,Monty
ballon ,balloon
verflixt ,bland
herkam ,come from
rudel ,pack
gregory ,Gregory
horizont ,horizon
sofia ,Sofia
durften ,be
zusätzlich ,Additionally
dekan ,dean
verträge ,contracts
umzug ,relocation
brady ,brady
sängerin ,singer
wäldern ,forest
darstellen ,represent
limousine ,limousine
fracht ,freight
zurückzukommen ,come back
morty ,Morty
gedenken ,commemorate
aufgeschrieben ,written down
handlungen ,actions
struktur ,structure
kerker ,dungeon
aufzupassen ,take up
hüten ,hats
christ ,Christian
unverschämt ,outrageous
durchschaut ,look through
mögt ,liked
nachname ,last name
händchen ,hand
calvin ,Calvin
birne ,pear
vorgesehen ,intended
gnädig ,gracious
nachgesehen ,looked after
predigt ,sermon
versehentlich ,inadvertently
schwerter ,sword
erwiesen ,proven
software ,software
einschlagen ,hit
schiebt ,sliding
geahnt ,guileful
tätig ,employed
abgestürzt ,crashed
eingriff ,intervention
politisch ,politically
gewöhnliche ,ordinary
stärkste ,strongest
zuflucht ,refuge
generator ,generator
union ,union
raven ,raven
ungeduldig ,impatient
unklar ,not clear
suspendiert ,suspended
arbeitsplatz ,Workplace
treppen ,stairs
matty ,matty
vereinen ,unite
bruch ,fracture
metern ,meter
fällst ,fell
unruhig ,uneasy
schlechteste ,worst
platzt ,burst
plastik ,plastic
abgerissen ,tore off
halber ,half
anvertraut ,entrusted
leder ,leather
ausser ,except
verfehlt ,fault
verehrte ,dear
schmutz ,dirt
aufzuspüren ,detect
stühle ,chairs
rausbringen ,bring out
komitee ,committee
mamas ,mum
klarkommen ,clarify
propheten ,prophet
durchsage ,announcement
flora ,flora
stiefvater ,stepfather
grimm ,grim
lolle ,loll
faith ,Faith
auftreiben ,raise
ernie ,seriousness
nationen ,nations
ausgaben ,expenditure
secret ,secret
käpt ,Captain
rauskriegen ,go out
entstand ,originated
alarmstufe ,alarm stage
übersetzen ,translate
griechenland ,Greece
rüstung ,armor
attentäter ,assassin
tauben ,dove
gewohnheit ,habit
mieses ,mies
kindermädchen ,nanny
brenda ,Brenda
nervst ,nervous
japanische ,Japanese
bitch ,bitch
nsa ,NSA
werner ,Werner
beinhaltet ,contains
donuts ,donuts
abgefeuert ,fired
luther ,Luther
davonkommen ,get away
godzilla ,Godzilla
hinzufügen ,Add
dreier ,three
werwolf ,werewolf
denver ,Denver
hebe ,lift
ehrgeiz ,ambition
aufenthaltsort ,abode
hinreißend ,gorgeous
gruß ,greeting
borgia ,Borgia
howie ,howia
mckay ,McK
dj ,DJ
nu ,nu
zeichnung ,drawing
geige ,violin
fortsetzung ,continuation
kotzt ,puke
glückstag ,lucky day
japanisch ,Japanese
archiv ,archive
einholen ,sigh up
bush ,bush
